02091500,su,ar,0,1
02091500,st,re,2,1
02091500,no,fu,0,0
02091500,ch,wi,4,1
02091730,so,mc,3,1
02101330,av,wh,2,1
02101600,mu,ev,2,0
02112000,li,wb,0,2
02171500,li,sw,5,0
02231245,fu,st,1,0
02231500,wb,su,2,1
02231500,re,wi,0,3
02231500,qp,mu,0,2
02231500,no,ev,2,1
02231500,ar,av,2,1
02241330,ne,so,4,2
02241330,mc,ch,2,0
02252000,wh,to,2,3
03021500,sw,ne,1,0
03021500,su,fu,2,2
03021500,st,wh,0,1
03021500,so,qp,1,2
03021500,mu,no,4,0
03021500,ev,re,3,1
03021500,ch,wb,1,0
03021730,wi,li,0,4
03031600,to,ar,2,1
03042000,av,mc,0,1
03091500,wb,sw,2,1
03091500,re,av,1,2
03091500,qp,su,3,1
03091500,no,so,0,0
03101500,ne,st,2,1
03101600,li,to,3,2
03161245,ev,mc,2,0
03161500,sw,ar,0,2
03161500,st,wb,0,0
03161500,so,li,3,1
03161500,av,qp,3,2
03161730,mu,re,1,0
03171330,su,no,1,1
03171500,to,fu,0,1
03171600,wi,ne,2,1
03171600,ch,wh,2,0
03301245,su,mu,0,1
03301500,wi,no,1,0
03301500,wh,wb,3,1
03301500,sw,to,1,2
03301500,so,ch,2,1
03301500,mc,ne,4,0
03301500,ar,re,4,1
03301730,ev,st,1,0
03311330,av,li,1,2
04012000,fu,qp,3,2
04061245,re,so,0,2
04061500,wb,ar,1,2
04061500,st,av,1,3
04061500,no,sw,2,2
04071330,li,wh,0,0
04071405,to,ev,2,2
04071500,ne,fu,1,0
04071500,ch,su,2,1
04071610,qp,wi,1,1
04082000,mu,mc,1,2
04131500,so,wh,1,1
04131500,re,li,0,0
04131500,ev,qp,2,0
04131500,av,fu,1,1
04131500,ar,no,3,1
04141200,ne,su,0,3
04141405,st,mu,0,2
04161405,ar,ev,0,0
04171945,wh,mu,2,2
04171945,mc,wi,1,0
04172000,fu,ch,0,3
04201500,wh,wi,2,0
04201500,wb,ne,1,1
04201500,sw,so,0,0
04201500,su,ev,1,0
04201500,qp,st,0,2
04201500,no,re,2,1
04201500,fu,ar,0,1
04211330,to,mc,3,1
04211600,li,ch,2,2
04222000,mu,av,3,0
04271245,mc,wh,2,1
04271500,wi,to,2,2
04271500,st,no,1,0
04271500,so,wb,0,3
04271500,ev,fu,1,0
04271730,ne,li,0,6
04281330,re,qp,0,0
04281500,ch,sw,2,0
04281600,ar,mu,1,1
04292000,av,su,6,1
05041500,wh,ne,0,0
05041500,wb,wi,2,3
05041500,to,so,1,0
05041500,sw,mc,0,0
05041500,no,av,1,2
05041500,fu,re,2,4
05041730,qp,ar,0,1
05051330,li,ev,0,0
05051600,mu,ch,0,1
05062000,su,st,1,1
05071745,wi,sw,2,3
05071745,mc,wb,1,0
05081745,ch,to,2,2
05111245,av,ch,1,2
