08181500,wh,av,1,0
08181500,wb,li,3,0
08181500,re,st,1,1
08181500,qp,sw,0,5
08181500,fu,no,5,0
08181500,ar,su,0,0
08181730,ne,to,2,1
08191330,wi,ch,0,2
08191600,mc,so,3,2
08202000,ev,mu,1,0
08221945,ch,re,4,2
08251245,sw,wh,3,0
08251500,to,wb,1,1
08251500,so,wi,0,2
08251500,no,qp,1,1
08251500,mu,fu,3,2
08251500,av,ev,1,3
08251730,ch,ne,2,0
08261330,st,ar,0,0
08261600,li,mc,2,2
09011245,wh,fu,3,0
09011500,wi,st,2,2
09011500,wb,ev,2,0
09011500,to,no,1,1
09011500,sw,su,2,2
09011730,mc,qp,3,1
09021330,li,ar,0,2
09021600,so,mu,2,3
09021600,ne,av,1,1
09151245,no,wh,0,0
09151500,st,mc,1,1
09151500,qp,ch,0,0
09151500,mu,wi,4,0
09151500,fu,wb,3,0
09151500,av,sw,2,0
09151500,ar,so,6,1
09151730,su,li,1,1
09161600,re,to,1,3
09172000,ev,ne,2,2
09221245,sw,ev,0,3
09221500,wi,fu,1,2
09221500,wh,su,1,1
09221500,wb,re,1,0
09221500,so,av,4,1
09221500,ch,st,1,0
09231330,li,mu,1,2
09231500,ne,no,1,0
09231600,to,qp,2,1
09231600,mc,ar,1,1
09291245,ar,ch,1,2
09291500,su,wi,1,0
09291500,st,sw,2,0
09291500,re,ne,2,2
09291500,no,li,2,5
09291500,fu,mc,1,2
09291500,ev,so,3,1
09291730,mu,to,2,3
09301600,av,wb,1,1
10012000,qp,wh,1,2
10061245,mc,su,3,0
10061500,wi,ev,2,2
10061500,wb,qp,3,2
10061500,sw,re,2,2
10061500,ch,no,4,1
10061730,wh,ar,1,3
10071330,so,fu,2,2
10071500,to,av,2,0
10071500,li,st,0,0
10071600,ne,mu,0,3
10201245,to,ch,2,4
10201500,wh,so,4,1
10201500,wb,mc,1,2
10201500,sw,wi,2,1
10201500,mu,st,4,2
10201500,li,re,1,0
10201500,fu,av,1,0
10201730,no,ar,1,0
10211330,su,ne,1,1
10211600,qp,ev,1,1
10271245,av,no,1,1
10271500,wi,wh,2,1
10271500,st,su,0,0
10271500,re,fu,3,3
10271500,ar,qp,1,0
10271730,mc,sw,1,0
10281330,ev,li,2,2
10281500,so,to,1,2
10281500,ne,wb,2,1
10281600,ch,mu,2,3
11031245,mu,ar,2,1
11031500,to,wi,0,1
11031500,sw,ch,1,1
11031500,su,av,0,1
11031500,no,st,1,0
11031500,fu,ev,2,2
11031730,wh,mc,0,0
11041330,qp,re,1,1
11041600,li,ne,1,1
11052000,wb,so,2,0
11101500,wi,wb,1,2
11101500,st,qp,1,0
11101500,so,sw,1,1
11101500,re,no,0,0
11101500,ev,su,2,1
11101500,ar,fu,3,3
11101730,av,mu,2,3
11111330,mc,to,2,1
11111500,ne,wh,0,1
11111600,ch,li,1,1
11171245,ar,to,5,2
11171500,wb,ch,2,1
11171500,re,ev,2,1
11171500,qp,so,1,3
11171500,ne,sw,1,2
11171500,mc,av,5,0
11171500,li,wi,3,0
11171730,no,mu,1,0
11181600,fu,su,1,3
11192000,wh,st,1,1
11241245,su,wb,2,4
11241500,wi,re,3,2
11241500,st,fu,1,0
11241500,mu,qp,3,1
11241500,ev,no,1,1
11241730,av,ar,0,0
11251330,sw,li,0,0
11251500,so,ne,2,0
11251600,to,wh,3,1
11251600,ch,mc,0,0
11271945,su,qp,0,0
11272000,av,re,1,0
11281945,to,li,2,1
11281945,sw,wb,3,1
11281945,st,ne,2,1
11281945,so,no,1,1
11281945,ev,ar,1,1
11281945,ch,fu,0,0
11282000,wi,mc,0,2
11282000,mu,wh,1,0
12011245,wh,ch,3,1
12011500,wb,st,0,1
12011500,qp,av,1,1
12011500,mc,ev,1,1
12011500,li,so,1,0
12011500,fu,to,0,3
12011500,ar,sw,0,2
12011730,re,mu,3,4
12021600,no,su,2,1
12032000,ne,wi,3,0
12081500,wi,qp,2,2
12081500,sw,no,3,4
12081500,su,ch,1,3
12081500,so,re,1,0
12081500,av,st,0,0
12081500,ar,wb,2,0
12091330,mc,mu,2,3
12091500,ev,to,2,1
12091600,wh,li,2,3
12102000,fu,ne,2,1
12111945,su,re,3,0
12151245,ne,mc,1,3
12151500,st,ev,1,1
12151500,qp,fu,2,1
12151500,no,wi,2,1
12151500,mu,su,3,1
12151500,li,av,1,3
12161330,to,sw,1,0
12161600,wb,wh,0,0
12172000,re,ar,2,5
12221245,wi,ar,0,1
12221500,wh,ev,1,2
12221500,wb,no,2,1
12221500,to,st,0,0
12221500,so,su,0,1
12221500,ne,qp,1,0
12221500,mc,re,1,0
12221730,li,fu,4,0
12231330,sw,mu,1,1
12231600,ch,av,8,0
12261500,su,mc,1,0
12261500,re,sw,0,0
12261500,qp,wb,1,2
12261500,no,ch,0,1
12261500,mu,ne,4,3
12261500,fu,so,1,1
12261500,ev,wi,2,1
12261730,av,to,0,4
12261945,st,li,3,1
12291245,su,to,1,2
12291500,st,so,3,3
12291500,re,wh,1,0
12291500,no,mc,3,4
12291500,mu,wb,2,0
12291500,fu,sw,1,2
12291500,av,wi,0,3
12291730,ar,ne,7,3
12301330,ev,ch,1,2
12301600,qp,li,0,3
01011245,wb,fu,1,2
01011500,wi,mu,0,4
01011500,wh,no,2,1
01011500,to,re,3,1
01011500,sw,av,2,2
01011500,mc,st,3,0
01011730,so,ar,1,1
01021945,li,su,3,0
01021945,ch,qp,0,1
01022000,ne,ev,1,2
01121245,qp,to,0,0
01121500,su,wh,3,0
01121500,st,ch,0,4
01121500,re,wb,3,2
01121500,no,ne,0,0
01121500,fu,wi,1,1
01121500,ev,sw,0,0
01121500,av,so,0,1
01131330,mu,li,2,1
01131600,ar,mc,0,2
01161945,ch,so,2,2
01191500,wi,su,2,3
01191500,wh,qp,1,1
01191500,sw,st,3,1
01191500,ne,re,1,2
01191500,mc,fu,2,0
01191500,li,no,5,0
01191730,wb,av,2,2
01201330,ch,ar,2,1
01201600,to,mu,1,1
01212000,so,ev,0,0
01231945,ar,wh,5,1
01291945,su,sw,0,0
01291945,st,wi,2,2
01291945,qp,mc,0,0
01291945,av,ne,1,2
01301945,no,to,1,1
01301945,ev,wb,2,1
01301945,ar,li,2,2
01302000,re,ch,2,2
01302000,mu,so,2,1
01302000,fu,wh,3,1
02021245,qp,no,0,0
02021500,wi,so,2,2
02021500,wh,sw,1,0
02021500,re,su,2,1
02021500,ne,ch,3,2
02021500,ev,av,3,3
02021500,ar,st,1,0
02021730,fu,mu,0,1
02031330,wb,to,0,1
02031600,mc,li,2,2
02091245,to,ne,2,1
02091500,sw,qp,4,1
