08171159,ar,av,1,3
08171159,li,st,1,0
08171159,no,ev,2,2
08171159,su,fu,0,1
08171159,sw,mu,1,4
08171159,wb,so,0,1
08171159,wh,ca,2,0
08181159,ch,hu,2,0
08181159,cp,to,0,1
08191159,mc,ne,4,0
08211159,ch,av,2,1
08241159,av,li,0,1
08241159,ev,wb,0,0
08241159,fu,ar,1,3
08241159,hu,no,1,0
08241159,ne,wh,0,0
08241159,so,su,1,1
08241159,st,cp,2,1
08251159,ca,mc,3,2
08251159,to,sw,1,0
08261159,mu,ch,0,0
08311159,ca,ev,0,0
08311159,cp,su,3,1
08311159,mc,hu,2,0
08311159,ne,fu,1,0
08311159,no,so,1,0
08311159,wh,st,0,1
09011159,ar,to,1,0
09011159,li,mu,1,0
09011159,wb,sw,0,2
09141159,av,ne,1,2
09141159,ev,ch,1,0
09141159,fu,wb,1,1
09141159,hu,ca,1,1
09141159,mu,cp,2,0
09141159,st,mc,0,0
09141159,su,ar,1,3
09141159,to,no,2,0
09151159,so,wh,0,0
09161159,sw,li,2,2
09211159,ch,fu,2,0
09211159,li,so,0,1
09211159,ne,hu,2,3
09211159,no,av,0,1
09211159,wb,su,3,0
09211159,wh,ev,2,3
09221159,ar,st,3,1
09221159,ca,to,0,1
09221159,cp,sw,0,2
09221159,mc,mu,4,1
09281159,av,mc,3,2
09281159,fu,ca,1,2
09281159,hu,wh,1,0
09281159,mu,wb,1,2
09281159,so,cp,2,0
09281159,sw,ar,1,2
09281159,to,ch,1,1
09291159,st,no,0,1
09291159,su,li,1,3
09301159,ev,ne,3,2
10051159,ca,ne,1,2
10051159,fu,st,1,0
10051159,hu,av,0,0
10051159,li,cp,3,1
10051159,mc,ev,3,1
10051159,su,mu,1,2
10061159,no,ch,1,3
10061159,so,sw,2,0
10061159,to,wh,0,3
10061159,wb,ar,1,1
10191159,ar,no,4,1
10191159,ch,ca,4,1
10191159,ev,hu,2,1
10191159,mu,so,1,1
10191159,ne,li,2,2
10191159,st,wb,0,0
10191159,sw,su,4,0
10191159,wh,mc,1,3
10201159,av,to,0,2
10211159,cp,fu,1,4
10261159,av,ev,0,2
10261159,cp,ar,0,2
10261159,li,wb,4,1
10261159,mu,st,3,2
10261159,no,ca,0,0
10261159,so,fu,2,0
10271159,ch,mc,2,1
10271159,su,ne,2,1
10271159,sw,wh,0,0
10271159,to,hu,1,0
11021159,ar,li,2,0
11021159,fu,mu,1,3
11021159,hu,su,1,0
11021159,mc,no,7,0
11021159,ne,ch,2,0
11021159,st,so,1,1
11021159,wb,cp,2,0
11021159,wh,av,0,0
11031159,ca,sw,1,0
11031159,ev,to,0,0
11091159,av,ca,2,0
11091159,ch,wb,2,2
11091159,cp,ev,0,0
11091159,li,fu,4,0
11091159,no,wh,3,1
11091159,so,hu,4,1
11101159,mu,ar,1,0
11101159,su,mc,1,0
11101159,sw,st,3,3
11101159,to,ne,0,1
11231159,ar,so,2,0
11231159,ev,li,3,3
11231159,fu,sw,1,2
11231159,hu,cp,0,1
11231159,ne,no,2,1
11231159,st,su,2,0
